question,answer,movie_name
說 ： 「 我 正在 他媽的 無敵 狀態 」,我 正在 他媽的 無敵 狀態,曼哈頓戀習曲
我 正在 他媽的 無敵 狀態,我 得 寫 一 首 歌 ， 而 我 才 不 在乎,曼哈頓戀習曲
我 得 寫 一 首 歌 ， 而 我 才 不 在乎,我 得 寫 首 歌 ， 不 ， 你 閉嘴,曼哈頓戀習曲
我 得 寫 首 歌 ， 不 ， 你 閉嘴,好 吧 ， 我 要 閉嘴 了,曼哈頓戀習曲
好 吧 ， 我 要 閉嘴 了,我 在 撥 了,曼哈頓戀習曲
我 在 撥 了,好 ， 開始 吧,曼哈頓戀習曲
好 ， 開始 吧,轉成 擴音,曼哈頓戀習曲
轉成 擴音,嗨 ， 我 是 戴夫柯爾,曼哈頓戀習曲
嗨 ， 我 是 戴夫柯爾,我 大概 正 忙著 創作 很 屌 的 東西,曼哈頓戀習曲
我 大概 正 忙著 創作 很 屌 的 東西,所以 請 留下 訊息,曼哈頓戀習曲
所以 請 留下 訊息,我 大概 永遠 不會 回 你 ， 完全 不會,曼哈頓戀習曲
我們 偶爾 會 賭 上 一 把,冒 著 可能 失敗 的 風險,曼哈頓戀習曲
冒 著 可能 失敗 的 風險,而 你 打破 了 我們 約定 的 每 一 個 承諾,曼哈頓戀習曲
而 你 打破 了 我們 約定 的 每 一 個 承諾,但 我 還是 依然 愛 著 你,曼哈頓戀習曲
你 選 了 個 好 時機 來 棄 我 於 不顧,你 知道 我 現在 正在 哀傷,曼哈頓戀習曲
所以 別 來 浪費 我 的 時間,因為 你 帶走 了 我 風帆 上 的 每 一 道 風,曼哈頓戀習曲
因為 你 帶走 了 我 風帆 上 的 每 一 道 風,但 我 還是 一樣 愛 著 你,曼哈頓戀習曲
但 我 還是 一樣 愛 著 你,在 你 離去 後 ， 我們 終於 發現,曼哈頓戀習曲
在 你 離去 後 ， 我們 終於 發現,原來 我們 一直 都 在 追逐 彩虹,曼哈頓戀習曲
原來 我們 一直 都 在 追逐 彩虹,而 你 詛咒 了 我,曼哈頓戀習曲
而 你 詛咒 了 我,當 我 已經 沒 人 可以 怪罪,曼哈頓戀習曲
當 我 已經 沒 人 可以 怪罪,但 我 還是 一樣 愛 著 你,曼哈頓戀習曲
而 你 打破 了 每 一 條 他媽的 規則,但 我 還是 像 傻子 一樣 地 愛 著 你,曼哈頓戀習曲
嘿 ！,大夥 們 ， 這 是 米莉安,曼哈頓戀習曲
這 是 我 女兒 薇歐莉,米莉安 ， 謝謝,曼哈頓戀習曲
米莉安 ， 謝謝,這 不會 太 高 ， 對 吧 ？,曼哈頓戀習曲
這 對 貝斯 來 說 不會 太 高,除非 彈 得 夠 高 ， 否則 你 不 該 彈 貝斯,曼哈頓戀習曲
妳 要 我 幫 妳 調音箱 ， 還是 自己 來 ？,等一下 ， 等一下,曼哈頓戀習曲
等一下 ， 等一下,瑞秋 ， 一 開始 進來 的 強弱 再 慢 一點,曼哈頓戀習曲
怎樣 ？    拜託 ， 老兄,好 啦 ， 我 懂 你,曼哈頓戀習曲
警察 不會 上來 ， 讓 我們 聽聽 那 大鼓,我 懂 你 ， 我 懂 你,曼哈頓戀習曲
我 懂 你 ， 我 懂 你,抱歉 ， 你 會 彈 貝斯 嗎 ？,曼哈頓戀習曲
這 首 歌 應該 要 全 家 出動,我 是 製作人 ， 所以 我 不 彈 貝斯,曼哈頓戀習曲
我 是 製作人 ， 所以 我 不 彈 貝斯,你 要 彈 ， 你 非 彈 不可,曼哈頓戀習曲
好 吧 ！ 好 吧 ！,隨便 什麼 時候 進來 ， 妳 可以 等一下,曼哈頓戀習曲
隨便 什麼 時候 進來 ， 妳 可以 等一下,簡單 一點 就 好 ， 妳 沒 問題 的,曼哈頓戀習曲
簡單 一點 就 好 ， 妳 沒 問題 的,我 不 知道 自己 要不要 彈,曼哈頓戀習曲
我 不 知道 自己 要不要 彈,隨便 ， 妳 想 彈 的 時候 再 彈 ， 好 嗎 ？,曼哈頓戀習曲
完全 沒 問題,但 不用 覺得 妳 得 耍 花招 或 證明 自己,曼哈頓戀習曲
好 吧 ， 休息 五 分鐘,五 分鐘 ， 不 是 十 分鐘,曼哈頓戀習曲
五 分鐘 ， 不 是 十 分鐘,嗨 ， 我 回 紐約 來 表演,曼哈頓戀習曲
嗨 ， 我 回 紐約 來 表演,我 收到 妳 唱歌 的 留言 ， 我 得 見 妳,曼哈頓戀習曲
我 收到 妳 唱歌 的 留言 ， 我 得 見 妳,打給 我 ， 請 打給 我,曼哈頓戀習曲
也許 你 不 該 下手 這麼 仁慈,假裝 要 撫慰 我 的 心靈,曼哈頓戀習曲
假裝 要 撫慰 我 的 心靈,但 你 其實 不會 這麼 做,曼哈頓戀習曲
但 你 其實 不會 這麼 做,甜心 ， 你 不用 這麼 花言巧語,曼哈頓戀習曲
甜心 ， 你 不用 這麼 花言巧語,我 知道 你 要 去 見 誰,曼哈頓戀習曲
我 知道 你 要 去 見 誰,別 說 我 不 知道,曼哈頓戀習曲
別 說 我 不 知道,也許 我 不會 再 讓 你 的 記憶 揮之不去,曼哈頓戀習曲
也許 我 不會 再 讓 你 的 記憶 揮之不去,我 會 跟 寂寞 的 人們 一同 夢遊,曼哈頓戀習曲
我 會 跟 寂寞 的 人們 一同 夢遊,如果 你 要 帶 我 回家,曼哈頓戀習曲
如果 你 要 帶 我 回家,告訴 我 ， 我 是否 又 將 獨自 一 人,曼哈頓戀習曲
告訴 我 ， 我 是否 又 將 獨自 一 人,還 回 一 顆 借來 的 心,曼哈頓戀習曲
還 回 一 顆 借來 的 心,告訴 我 ， 你 是否 想 回家,曼哈頓戀習曲
告訴 我 ， 你 是否 想 回家,告訴 我 ， 你 是否 想 回家,曼哈頓戀習曲
告訴 我 ， 你 是否 想 回家,告訴 我 ， 我 是否 又 將 獨自 一 人,曼哈頓戀習曲
告訴 我 ， 我 是否 又 將 獨自 一 人,還 回 一 顆 借來 的 心,曼哈頓戀習曲
還 回 一 顆 借來 的 心,告訴 我 ， 你 是否 想 回家,曼哈頓戀習曲
如果 你 要 帶 我 回家,告訴 我 ， 我 是否 又 將 獨自 一 人,曼哈頓戀習曲
告訴 我 ， 我 是否 又 將 獨自 一 人,還 回 一 顆 借來 的 心,曼哈頓戀習曲
還 回 一 顆 借來 的 心,告訴 我 ， 你 是否 想 回家,曼哈頓戀習曲
告訴 我 ， 你 是否 想 回家,因為 我 已經 找 不 到 回去 的 路,曼哈頓戀習曲
因為 我 已經 找 不 到 回去 的 路,而 我 已 無法 忍受 你 的 缺席,曼哈頓戀習曲
而 我 已 無法 忍受 你 的 缺席,如果 你 要 帶 我 回家,曼哈頓戀習曲
如果 你 要 帶 我 回家,告訴 我 ， 我 是否 又 將 獨自 一 人,曼哈頓戀習曲
告訴 我 ， 我 是否 又 將 獨自 一 人,還 回 一 顆 借來 的 心,曼哈頓戀習曲
還 回 一 顆 借來 的 心,告訴 我 ， 你 是否 想 回家,曼哈頓戀習曲
去 報 啊,你們 太 超過 了,曼哈頓戀習曲
老天,薇歐莉 ！,曼哈頓戀習曲
哈囉    恭喜,謝謝 ， 我們 應該 現在 就 來 乾杯,曼哈頓戀習曲
謝謝 ， 我們 應該 現在 就 來 乾杯,敬 妳 的 專輯 ？,曼哈頓戀習曲
真的 嗎 ？,別 太 興奮 ， 我 只是 試 看看 而已,曼哈頓戀習曲
別 太 興奮 ， 我 只是 試 看看 而已,我們 應該 為 此 乾杯 嗎 ？,曼哈頓戀習曲
我們 要 玩 一 個 遊戲,我 要 放 一 首 絕對 無法 不 跳舞 的 歌,曼哈頓戀習曲
很 好,你 知道 自己 很 想要,曼哈頓戀習曲
你 知道 自己 很 想要,我 知道 你 很 想,曼哈頓戀習曲
我 知道 你 很 想,喔 ， 你 知道 自己 很 想要,曼哈頓戀習曲
喔 ， 你 知道 自己 很 想要,我 知道 你 想 跳 ， 跳 吧,曼哈頓戀習曲
我 知道 你 想 跳 ， 跳 吧,喔 ！ 有 人 跳 了 ！,曼哈頓戀習曲
我 要 載 她們 回家,晚安    晚安,曼哈頓戀習曲
晚安    晚安,一切 都 要 謝謝 妳,曼哈頓戀習曲
一切 都 要 謝謝 妳,不 ， 一切 都 要 謝謝 妳,曼哈頓戀習曲
不 ， 一切 都 要 謝謝 妳,掰,曼哈頓戀習曲
巡迴 如何 ？,巡迴 很 棒,曼哈頓戀習曲
巡迴 很 棒,難以 忍受 ， 精疲力盡 ， 充滿 靈感,曼哈頓戀習曲
難以 忍受 ， 精疲力盡 ， 充滿 靈感,你 找到 答案 了 嗎 ？,曼哈頓戀習曲
你 找到 答案 了 嗎 ？,我 不 知道,曼哈頓戀習曲
我 不 知道,至少 你 找到 鬍子 了,曼哈頓戀習曲
至少 你 找到 鬍子 了,瞧瞧 這 玩意兒,曼哈頓戀習曲
瞧瞧 這 玩意兒,它 很 茂密    它 很 大,曼哈頓戀習曲
它 很 茂密    它 很 大,米姆 有 跟 你 一起 去 巡迴 嗎 ？,曼哈頓戀習曲
米姆 有 跟 你 一起 去 巡迴 嗎 ？,妳 要 直接 談 這 件 事 ？,曼哈頓戀習曲
沒 錯    好 吧,你們 是 史 上 最 幸福 的 情侶 嗎 ？,曼哈頓戀習曲
她 自己 坐 巴士 回 紐約 ？,其實 是 搭 火車,曼哈頓戀習曲
其實 是 搭 火車,抱歉 ， 我 說 得 太 過份 了,曼哈頓戀習曲
抱歉 ， 我 說 得 太 過份 了,不,曼哈頓戀習曲
不,妳 有 權力 這麼 做,曼哈頓戀習曲
妳 有 權力 這麼 做,所以 妳 都 在 忙 什麼 ？,曼哈頓戀習曲
所以 妳 都 在 忙 什麼 ？,等一下,曼哈頓戀習曲
等一下,等一下 ， 它們 沒有 凋零,曼哈頓戀習曲
真的 嗎 ？,完全 沒 錯 ， 環境 聲響 、 這 座 城市,曼哈頓戀習曲
完全 沒 錯 ， 環境 聲響 、 這 座 城市,就 這樣 ？ 沒有 多 軌 疊錄 ？ 都 沒有 ？,曼哈頓戀習曲
就 這樣 ？ 沒有 多 軌 疊錄 ？ 都 沒有 ？,不 ， 就 跟 你 聽到 的 一樣,曼哈頓戀習曲
不 ， 就 跟 你 聽到 的 一樣,老天 ， 這 太 棒 了,曼哈頓戀習曲
老天 ， 這 太 棒 了,而且 他們 還給 妳 一 紙 合約,曼哈頓戀習曲
而且 他們 還給 妳 一 紙 合約,我 不 知道 ， 他 要 先 放給 合夥人 聽,曼哈頓戀習曲
我 不 知道 ， 他 要 先 放給 合夥人 聽,所以 還 不 知道,曼哈頓戀習曲
所以 還 不 知道,我 不 敢 相信 他 是 怎麼 處理 妳 的 歌,曼哈頓戀習曲
我 不 敢 相信 他 是 怎麼 處理 妳 的 歌,我 知道 ， 他 很 厲害,曼哈頓戀習曲
我 知道 ， 他 很 厲害,你 應該 請 他 幫 你 製作 唱片,曼哈頓戀習曲
你 應該 請 他 幫 你 製作 唱片,太 遲 了,曼哈頓戀習曲
太 遲 了,我 剛剛 在 洛杉磯 完成 後 製,曼哈頓戀習曲
我 剛剛 在 洛杉磯 完成 後 製,我 巡迴 時 在 不同 錄音室 中 錄好 的,曼哈頓戀習曲
哇 ， 專輯 名稱 叫 什麼 ？,「 在 路 上 」,曼哈頓戀習曲
「 在 路 上 」,有點 像 傑克凱魯亞克,曼哈頓戀習曲
有點 像 傑克凱魯亞克,對 呀,曼哈頓戀習曲
對 呀,那 其實 是 個 很 糟 的 專輯 名稱,曼哈頓戀習曲
那 其實 是 個 很 糟 的 專輯 名稱,不,曼哈頓戀習曲
不,他 用起來 就 很 奏效,曼哈頓戀習曲
不 ， 它 很 糟,我 知道 妳 覺得 很 糟,曼哈頓戀習曲
不 ， 我 …,你 知道 …,曼哈頓戀習曲
你 知道 …,妳 要 聽聽 看 嗎 ？,曼哈頓戀習曲
妳 要 聽聽 看 嗎 ？,我 很 想 聽,曼哈頓戀習曲
我 很 想 聽,但 我們 不過 是 迷失 的 星星,曼哈頓戀習曲
試 著 點亮 這 片 黑暗,我 以為 自己 看見 你 在 外頭 哭泣,曼哈頓戀習曲
我 以為 自己 看見 你 在 外頭 哭泣,我 以為 自己 聽見 你 呼喚 我 的 名字,曼哈頓戀習曲
我 以為 自己 聽見 你 呼喚 我 的 名字,我 以為 自己 聽見 你 在 外頭 哭泣,曼哈頓戀習曲
但 一切 還是 沒 變,好 吧,曼哈頓戀習曲
好 吧,妳 覺得 如何 ？,曼哈頓戀習曲
妳 覺得 如何 ？,我 想 我 得 再 聽 一 遍,曼哈頓戀習曲
我 想 我 得 再 聽 一 遍,不,曼哈頓戀習曲
不,不 ， 我 想 聽 妳 當下 的 反應,曼哈頓戀習曲
我 當下 的 反應 ？,好 吧,曼哈頓戀習曲
好 吧,我 覺得 你 失去 了 這 首 歌 的 靈魂,曼哈頓戀習曲
好 吧 ， 就 「 迷失 的 星星 」 來 說,我 把 它 寫成 一 首 抒情曲,曼哈頓戀習曲
我 把 它 寫成 一 首 抒情曲,而 它 聽起來 像 一 首 流行 搖滾樂,曼哈頓戀習曲
而 它 聽起來 像 一 首 流行 搖滾樂,對 ， 但 我 希望 這 首 歌 能夠 熱賣,曼哈頓戀習曲
對 ， 但 我 希望 這 首 歌 能夠 熱賣,為什麼 ？,曼哈頓戀習曲
為什麼 ？,為什麼 ？ 這 是 什麼 問題 ？,曼哈頓戀習曲
為什麼 ？ 這 是 什麼 問題 ？,妳 是 創作 者 ， 詞曲 都 是 妳 寫 的,曼哈頓戀習曲
妳 是 創作 者 ， 詞曲 都 是 妳 寫 的,它 會 為 妳 帶來 很 大 的 收獲,曼哈頓戀習曲
它 會 為 妳 帶來 很 大 的 收獲,對 ， 但 你 不應該 失去 它 的 靈魂,曼哈頓戀習曲
對 ， 但 你 不應該 失去 它 的 靈魂,它 很 纖細,曼哈頓戀習曲
它 很 纖細,我 認為 你 應該 重新 混音,曼哈頓戀習曲
你 幹嘛 在乎 別人 怎麼 想 ？,這 是 我們 的 歌,曼哈頓戀習曲
這 是 我們 的 歌,音樂 不 就 是 這樣 嗎 ？ 得 跟 別人 分享,曼哈頓戀習曲
不 ， 那 首 歌 不 是 ， 戴夫,好 吧 ， 那 要 請 誰 來 混音 ？,曼哈頓戀習曲
是 嗎 ？ 所以 這 一切 都 跟 專輯 無關,你 覺得 呢 ？,曼哈頓戀習曲
爭論 我們 各自 的 專輯,這 一切 的 有趣 之 處 在於,曼哈頓戀習曲
這 一切 的 有趣 之 處 在於,我 願意 將 那 張 專輯 丟入 大海 中,曼哈頓戀習曲
能夠 彌補 我 所 做 的 一切,告訴 我 那 是 什麼 ， 幫幫 我,曼哈頓戀習曲
告訴 我 那 是 什麼 ， 幫幫 我,你 會 這麼 做 嗎 ？,曼哈頓戀習曲
你 會 這麼 做 嗎 ？,你 會 把 它 丟到 海 裡 嗎 ？,曼哈頓戀習曲
你 會 把 它 丟到 海 裡 嗎 ？,妳 想要 我 這麼 做 嗎 ？,曼哈頓戀習曲
不,不 ， 我 想,曼哈頓戀習曲
不 ， 我 想,我 想 一切 都 變 了,曼哈頓戀習曲
我 想 一切 都 變 了,我 發現 自己 還 有點 無法 適應,曼哈頓戀習曲
我 發現 自己 還 有點 無法 適應,我 知道,曼哈頓戀習曲
我 知道,說 得 很 有 道理,曼哈頓戀習曲
但 我們 得 想 辦法 一起 度過 難關,你 什麼 時候 發現 的 ？,曼哈頓戀習曲
當 妳 在 語音 信箱 裡 對 我 唱歌 時,而 我 發現 地球 上 任何 腦袋 清楚 的 人,曼哈頓戀習曲
而 我 發現 地球 上 任何 腦袋 清楚 的 人,都 不會 做出 這 種 事,曼哈頓戀習曲
都 不會 做出 這 種 事,而 這 要 了 我 的 命 ， 壓垮 了 我,曼哈頓戀習曲
而 這 要 了 我 的 命 ， 壓垮 了 我,妳 完全 贏回 了 我,曼哈頓戀習曲
而 我 也 這麼 做 了,現在 你 回來 了,曼哈頓戀習曲
現在 你 回來 了,你 又 提起 這 整 件 事,曼哈頓戀習曲
你 又 提起 這 整 件 事,而 我 想 ， 我 真的 得 走 了,曼哈頓戀習曲
而 我 想 ， 我 真的 得 走 了,接住,曼哈頓戀習曲
接住,我 得 走 了 ， 因為 有點 太 難以 承受 了,曼哈頓戀習曲
我 懂 妳 意思,慢慢 來 ， 我 哪裡 都 不會 去,曼哈頓戀習曲
慢慢 來 ， 我 哪裡 都 不會 去,什麼 ？ 你 要 待在 這 板凳 上 嗎 ？,曼哈頓戀習曲
沒 錯 ， 我 要 住在 這 板凳 上,週六 來 看 我 表演 ， 拜託,曼哈頓戀習曲
週六 來 看 我 表演 ， 拜託,聽聽 這 首 歌 就 好,曼哈頓戀習曲
聽聽 這 首 歌 就 好,我 想 讓 妳 親眼 看見,曼哈頓戀習曲
我 想 讓 妳 親眼 看見,每 個 人 是 多麼 愛 妳 的 創作,曼哈頓戀習曲
每 個 人 是 多麼 愛 妳 的 創作,請 不要 那樣 唱 這 首 歌,曼哈頓戀習曲
請 不要 那樣 唱 這 首 歌,好 吧,曼哈頓戀習曲
瞧瞧 妳 多 有 品味 ， 這 才 是 我 女兒,不可能,曼哈頓戀習曲
不可能,這 就 是 那 張 專輯 嗎 ？    沒 錯,曼哈頓戀習曲
這 就 是 那 張 專輯 嗎 ？    沒 錯,妳 就 在 那裡,曼哈頓戀習曲
妳 就 在 那裡,對,曼哈頓戀習曲
對,妳 看起來 很 棒 ， 瞧瞧 妳 有 多 酷,曼哈頓戀習曲
我 可以 留 著 給 我 朋友 看 嗎 ？,它 本來 就 是 要 給 妳 的 ， 寶貝,曼哈頓戀習曲
它 本來 就 是 要 給 妳 的 ， 寶貝,瞧瞧 妳,曼哈頓戀習曲
瞧瞧 妳,真 好笑,曼哈頓戀習曲
有 什麼 好笑 的 ？,我 完全 不 知道 妳 這麼 有 天份,曼哈頓戀習曲
來 組團,有 何 不 可 ？ 我 會 幫 妳 錄音 、 製作,曼哈頓戀習曲
是 嗎 ？    對 呀,你 現在,曼哈頓戀習曲
你 現在,突然 積極 起來 了 ？,曼哈頓戀習曲
突然 積極 起來 了 ？,這 是 家族 生意 ， 就 像 傑克森 兄弟,曼哈頓戀習曲
沒 錯,穆里根 三 人 組,曼哈頓戀習曲
穆里根 三 人 組,你 要 進來 嗎 ？,曼哈頓戀習曲
你 要 進來 嗎 ？,不 ， 我 要 去 放給 索爾 聽 ， 弄 張 合約,曼哈頓戀習曲
祝 你 好運 ， 讓 我 知道 事情 怎麼 發展,我 愛 妳,曼哈頓戀習曲
我 愛 妳,我 知道,曼哈頓戀習曲
嘿,來 嘛 ， 妳 真 漂亮,曼哈頓戀習曲
來 嘛 ， 妳 真 漂亮,再見,曼哈頓戀習曲
謝謝 你們 過來,這 太 棒 了 ， 你們 有 一 張 很 棒 的 專輯,曼哈頓戀習曲
這 太 棒 了 ， 你們 有 一 張 很 棒 的 專輯,我 錯過 了 第一 次 ， 不 想 錯過 第二 次,曼哈頓戀習曲
我們 很 高興 你 能 喜歡,我 聯絡 了 一些 洛杉磯 片廠,曼哈頓戀習曲
我 聯絡 了 一些 洛杉磯 片廠,我們 也許 能 在 電影 中 安插 一 首 歌,曼哈頓戀習曲
好 吧 ， 那麼 …,你們 對 什麼 感興趣 ？ 要 談 什麼 ？,曼哈頓戀習曲
我 想 丹 應該 要 拿回 他 的 老 工作,沒 問題 ， 坐 我 的 辦公室 ， 我 不 在乎,曼哈頓戀習曲
沒 問題 ， 坐 我 的 辦公室 ， 我 不 在乎,好 吧 ， 我 想 知道 這 一切 如何 運作,曼哈頓戀習曲
我們 發行 這 張 專輯 ， 帳 要 怎麼 算 ？,假設 每 張 專輯 索價 十 美金,曼哈頓戀習曲
發行 它 不 走 唱片行 ， 只 在 線上 賣,而 宣傳 呢 ， 只 靠 口 耳 相傳 ？,曼哈頓戀習曲
而 宣傳 呢 ， 只 靠 口 耳 相傳 ？,所以 ， 我 的 疑問 是,曼哈頓戀習曲
所以 ， 我 的 疑問 是,你 為什麼 可以 抽 九成 ？,曼哈頓戀習曲
你 為什麼 可以 抽 九成 ？,葛莉塔 ， 妳 是 個 很 聰明 的 女人,曼哈頓戀習曲
妳 手頭 上 有 個 很 棒 的 計劃,只要 背後 有 好 的 團隊 來 推動,曼哈頓戀習曲
妳 就 能 有 張 暢銷 唱片 跟 很 長 的 未來,但 一切 都 得 由 妳 來 作 決定,曼哈頓戀習曲
但 一切 都 得 由 妳 來 作 決定,妳 吃定 他們 了 ， 妳 讓 他 上勾 了,曼哈頓戀習曲
妳 吃定 他們 了 ， 妳 讓 他 上勾 了,我 知道,曼哈頓戀習曲
當 你 不 那麼 感興趣 的 時候,你 往往 能 贏得 賭局,曼哈頓戀習曲
你 往往 能 贏得 賭局,對 我 來說 通常 不 那麼 管用,曼哈頓戀習曲
對 我 來說 通常 不 那麼 管用,對 我 來說 就 很 管用,曼哈頓戀習曲
對 我 來說 就 很 管用,那 個 混球 會 給 妳 一 紙 合約,曼哈頓戀習曲
那 個 混球 會 給 妳 一 紙 合約,妳 可能 要 做 點 妥協,曼哈頓戀習曲
妳 可能 要 做 點 妥協,休想,曼哈頓戀習曲
休想,當然 了,曼哈頓戀習曲
當然 了,我們 應該 做 一 整 個 系列,曼哈頓戀習曲
妳 是 指 什麼 ？,你 想 不 想 來 個 歐洲 系列 ？,曼哈頓戀習曲
我 喜歡 這 主意,巴黎 唱片 ， 布拉格 時間,曼哈頓戀習曲
巴黎 唱片 ， 布拉格 時間,柏林 錄音,曼哈頓戀習曲
我們 可以 搭 火車 走遍 歐洲,我們 可以 帶上 整 組 人 嗎 ？,曼哈頓戀習曲
我們 可以 帶上 整 組 人 嗎 ？,像是,曼哈頓戀習曲
像是,瑞秋 、 麥爾坎 、 史提夫,曼哈頓戀習曲
瑞秋 、 麥爾坎 、 史提夫,所以 …    所以 …,曼哈頓戀習曲
所以 …    所以 …,我 猜 應該 要 說 再見 了,曼哈頓戀習曲
我 猜 應該 要 說 再見 了,謝謝,曼哈頓戀習曲
非常 謝謝 你們,謝謝,曼哈頓戀習曲
